30158,40,0.195,781
30182,40,0.195,781
30212,41,0.200,800
30235,41,0.200,800
30259,41,0.200,800
30282,40,0.195,781
30306,40,0.195,781
30329,40,0.195,781
30353,39,0.190,761
30377,40,0.195,781
30400,40,0.195,781
30424,39,0.190,761
30447,40,0.195,781
30472,40,0.195,781
30495,39,0.190,761
30519,40,0.195,781
30542,40,0.195,781
30566,40,0.195,781
30590,42,0.205,820
30613,40,0.195,781
30637,41,0.200,800
30660,43,0.210,839
30684,41,0.200,800
30707,41,0.200,800
30731,42,0.205,820
30755,40,0.195,781
30779,41,0.200,800
30803,42,0.205,820
30830,41,0.200,800
30854,41,0.200,800
30877,41,0.200,800
30901,40,0.195,781
30924,41,0.200,800
30948,41,0.200,800
30972,41,0.200,800
30995,40,0.195,781
31020,40,0.195,781
31043,40,0.195,781
31067,40,0.195,781
31090,42,0.205,820
31114,41,0.200,800
31137,41,0.200,800
31161,36,0.176,703
31185,753,3.677,14707
31208,42,0.205,820
31232,41,0.200,800
31255,47,0.229,917
31279,42,0.205,820
31302,45,0.220,878
31326,42,0.205,820
31352,41,0.200,800
31376,42,0.205,820
31400,43,0.210,839
31432,40,0.195,781
31456,41,0.200,800
31479,44,0.215,859
31503,42,0.205,820
31527,45,0.220,878
31552,38,0.186,742
31576,39,0.190,761
31599,43,0.210,839
31623,38,0.186,742
31646,47,0.229,917
31671,41,0.200,800
31694,39,0.190,761
31718,42,0.205,820
31742,39,0.190,761
31765,40,0.195,781
31791,39,0.190,761
31814,41,0.200,800
31838,41,0.200,800
31861,40,0.195,781
31885,41,0.200,800
31909,42,0.205,820
31932,41,0.200,800
31956,41,0.200,800
31979,41,0.200,800
32003,42,0.205,820
32026,41,0.200,800
32055,41,0.200,800
32078,41,0.200,800
32103,41,0.200,800
32137,41,0.200,800
32161,41,0.200,800
32185,40,0.195,781
32209,41,0.200,800
